feature,gain_importance
P1_PUBLIC_VPS,0.1941293329000473
P0_ACTUAL_VPS,0.07812453806400299
P0_PUBLIC_VPS,0.060535237193107605
P1_NUM_DEVS_IN_HAND,0.05562938004732132
P0_VICTORY_POINT_IN_HAND,0.043751757591962814
TOTAL_P0_ORE_PRODUCTION,0.018620165064930916
P1_HAS_ARMY,0.01805117353796959
P0_HAS_ORE_PORT,0.0176100954413414
P1_KNIGHT_PLAYED,0.01666407100856304
P0_SETTLEMENTS_LEFT,0.01526146661490202
P0_NUM_DEVS_IN_HAND,0.014657306484878063
P0_HAS_ARMY,0.013354150578379631
TOTAL_P1_ORE_PRODUCTION,0.011719620786607265
TOTAL_P0_WHEAT_PRODUCTION,0.011417851783335209
TOTAL_P1_WHEAT_PRODUCTION,0.011197894811630249
P1_LONGEST_ROAD_LENGTH,0.010895198211073875
P1_HAS_WHEAT_PORT,0.010222419165074825
P1_HAS_ORE_PORT,0.01012628898024559
P0_HAS_WHEAT_PORT,0.01000116765499115
P1_HAS_ROAD,0.00958460196852684
P1_ROADS_LEFT,0.00947271753102541
P0_HAS_3:1_PORT,0.009330548346042633
P0_ORE_PORT_DISTANCE,0.009189281612634659
P0_CITIES_LEFT,0.008929611183702946
P0_KNIGHT_PLAYED,0.00884263776242733
P0_ROAD_BUILDING_IN_HAND,0.008567554876208305
TOTAL_P0_WOOD_PRODUCTION,0.00850788876414299
P1_ROAD_BUILDING_PLAYED,0.008441116660833359
P1_WHEAT_PORT_DISTANCE,0.008398836478590965
TOTAL_P0_SHEEP_PRODUCTION,0.008383801206946373
TOTAL_P1_BRICK_PRODUCTION,0.008368980139493942
P1_HAS_SHEEP_PORT,0.008292604237794876
TOTAL_P1_SHEEP_PRODUCTION,0.008137273602187634
P0_SHEEP_PORT_DISTANCE,0.00807228498160839
TOTAL_P0_BRICK_PRODUCTION,0.007953144609928131
P0_ROADS_LEFT,0.00786625500768423
P1_SETTLEMENTS_LEFT,0.007864423096179962
P0_WOOD_PORT_DISTANCE,0.007730904035270214
TOTAL_P1_WOOD_PRODUCTION,0.007704602554440498
P1_CITIES_LEFT,0.007698739413172007
P0_HAS_BRICK_PORT,0.007581909187138081
P0_WHEAT_PORT_DISTANCE,0.007556373253464699
P0_LONGEST_ROAD_LENGTH,0.00740486616268754
P1_YEAR_OF_PLENTY_PLAYED,0.0074011837132275105
P1_HAS_3:1_PORT,0.007396739907562733
P0_HAS_SHEEP_PORT,0.007229113020002842
P0_YEAR_OF_PLENTY_PLAYED,0.007190455682575703
P1_ORE_PORT_DISTANCE,0.007180480286478996
P0_HAS_WOOD_PORT,0.00714945700019598
P0_ROAD_BUILDING_PLAYED,0.007015527691692114
P1_SHEEP_PORT_DISTANCE,0.00696181133389473
P1_WOOD_PORT_DISTANCE,0.006945422850549221
P1_MONOPOLY_PLAYED,0.006933202967047691
P0_BRICK_PORT_DISTANCE,0.006869802251458168
P1_HAS_BRICK_PORT,0.0068344734609127045
EFFECTIVE_P0_ORE_PRODUCTION,0.006779522635042667
P1_BRICK_PORT_DISTANCE,0.00670846039429307
P1_HAS_WOOD_PORT,0.006530201993882656
EFFECTIVE_P1_WHEAT_PRODUCTION,0.006320467218756676
P0_3:1_PORT_DISTANCE,0.006119368597865105
EFFECTIVE_P1_SHEEP_PRODUCTION,0.005989736411720514
P0_MONOPOLY_PLAYED,0.005853399634361267
P1_3:1_PORT_DISTANCE,0.005608862731605768
P0_HAS_ROAD,0.005377879366278648
EFFECTIVE_P0_WHEAT_PRODUCTION,0.005360207986086607
EFFECTIVE_P1_ORE_PRODUCTION,0.004907750058919191
EFFECTIVE_P1_BRICK_PRODUCTION,0.004181707743555307
EFFECTIVE_P0_SHEEP_PRODUCTION,0.0040673078037798405
EFFECTIVE_P0_WOOD_PRODUCTION,0.003757890546694398
EFFECTIVE_P1_WOOD_PRODUCTION,0.0035480414517223835
EFFECTIVE_P0_BRICK_PRODUCTION,0.0033214441500604153
BANK_DEV_CARDS,0.002969607710838318
P0_BRICK_IN_HAND,0.0022847543004900217
P0_ORE_IN_HAND,0.0014552595093846321
P0_WHEAT_IN_HAND,0.00047801496111787856
BANK_BRICK,0.0002908122551161796
P0_NUM_RESOURCES_IN_HAND,0.00021950952941551805
BANK_ORE,0.00018145490321330726
P0_KNIGHT_IN_HAND,0.00016563657845836133
P1_NUM_RESOURCES_IN_HAND,0.00016115624748636037
BANK_SHEEP,0.00010731791553553194
BANK_WOOD,8.692601113580167e-05
P0_WOOD_IN_HAND,7.939632632769644e-05
P0_SHEEP_IN_HAND,7.674293010495603e-05
BANK_WHEAT,5.337935726856813e-05
IS_DISCARDING,0.0
IS_MOVING_ROBBER,0.0
P0_HAS_PLAYED_DEVELOPMENT_CARD_IN_TURN,0.0
P0_HAS_ROLLED,0.0
P0_MONOPOLY_IN_HAND,0.0
P0_YEAR_OF_PLENTY_IN_HAND,0.0
P1_HAS_ROLLED,0.0
