feature,gain_importance
P1_PUBLIC_VPS,0.23222465813159943
P1_ROADS_LEFT,0.08215852081775665
P1_NUM_DEVS_IN_HAND,0.059575680643320084
P0_PUBLIC_VPS,0.05126776918768883
P0_CITIES_LEFT,0.04925856739282608
P0_ACTUAL_VPS,0.04089142009615898
P0_HAS_ARMY,0.02012852020561695
P1_HAS_ARMY,0.019363826140761375
BANK_DEV_CARDS,0.018305839970707893
P0_SETTLEMENTS_LEFT,0.01641148328781128
P0_ROAD_BUILDING_IN_HAND,0.015100272372364998
P1_LONGEST_ROAD_LENGTH,0.014627021737396717
P1_CITIES_LEFT,0.01369157712906599
P0_ROADS_LEFT,0.013400104828178883
P0_VICTORY_POINT_IN_HAND,0.012491549365222454
P1_KNIGHT_PLAYED,0.011975931003689766
P0_HAS_ROAD,0.011883633211255074
TOTAL_P1_WHEAT_PRODUCTION,0.011005782522261143
P0_KNIGHT_PLAYED,0.010539253242313862
TOTAL_P0_SHEEP_PRODUCTION,0.01019174326211214
TOTAL_P1_WOOD_PRODUCTION,0.009735476225614548
P0_HAS_ORE_PORT,0.009565535932779312
P0_NUM_DEVS_IN_HAND,0.009459655731916428
P1_WHEAT_PORT_DISTANCE,0.008858335204422474
TOTAL_P0_ORE_PRODUCTION,0.008378120139241219
TOTAL_P0_BRICK_PRODUCTION,0.008317702449858189
TOTAL_P0_WHEAT_PRODUCTION,0.008171194233000278
P1_HAS_WHEAT_PORT,0.00809270516037941
P0_HAS_3:1_PORT,0.007668550591915846
P0_ROAD_BUILDING_PLAYED,0.007462631911039352
TOTAL_P1_ORE_PRODUCTION,0.007305123843252659
TOTAL_P1_SHEEP_PRODUCTION,0.007098649628460407
TOTAL_P1_BRICK_PRODUCTION,0.006839861627668142
P0_WOOD_PORT_DISTANCE,0.0068008131347596645
P1_NUM_RESOURCES_IN_HAND,0.006464288104325533
P1_BRICK_PORT_DISTANCE,0.006400898564606905
P0_YEAR_OF_PLENTY_PLAYED,0.005962830502539873
P1_SETTLEMENTS_LEFT,0.0059360419400036335
P0_HAS_WHEAT_PORT,0.00587096344679594
TOTAL_P0_WOOD_PRODUCTION,0.005753745324909687
P1_WOOD_PORT_DISTANCE,0.005747311282902956
P0_SHEEP_PORT_DISTANCE,0.005730475299060345
P0_LONGEST_ROAD_LENGTH,0.005498608108609915
P0_BRICK_PORT_DISTANCE,0.005437084939330816
P1_YEAR_OF_PLENTY_PLAYED,0.0052565583027899265
P0_KNIGHT_IN_HAND,0.005245352629572153
P1_HAS_ORE_PORT,0.0051501146517694
P0_HAS_BRICK_PORT,0.004897084087133408
P1_MONOPOLY_PLAYED,0.004805122967809439
P1_3:1_PORT_DISTANCE,0.004715233109891415
P1_ORE_PORT_DISTANCE,0.004628210794180632
P1_SHEEP_PORT_DISTANCE,0.004584017675369978
P0_ORE_PORT_DISTANCE,0.004356280900537968
EFFECTIVE_P0_ORE_PRODUCTION,0.00428414111956954
P1_ROAD_BUILDING_PLAYED,0.004268152639269829
P0_3:1_PORT_DISTANCE,0.004248350393027067
P1_HAS_ROAD,0.0039002890698611736
P1_HAS_WOOD_PORT,0.0037954223807901144
P0_MONOPOLY_IN_HAND,0.003725024638697505
EFFECTIVE_P0_SHEEP_PRODUCTION,0.0035361407790333033
EFFECTIVE_P1_WOOD_PRODUCTION,0.0035277646966278553
EFFECTIVE_P1_WHEAT_PRODUCTION,0.0035027547273784876
P1_HAS_SHEEP_PORT,0.0032723606564104557
P0_WHEAT_PORT_DISTANCE,0.0032542168628424406
EFFECTIVE_P1_SHEEP_PRODUCTION,0.003047431353479624
P0_MONOPOLY_PLAYED,0.003014876041561365
P1_HAS_3:1_PORT,0.002899190876632929
P0_HAS_WOOD_PORT,0.002734255511313677
EFFECTIVE_P1_BRICK_PRODUCTION,0.0027210121043026447
P0_HAS_SHEEP_PORT,0.0024717249907553196
EFFECTIVE_P0_WHEAT_PRODUCTION,0.0024381401017308235
P0_ORE_IN_HAND,0.0023116213269531727
EFFECTIVE_P0_WOOD_PRODUCTION,0.001744537614285946
EFFECTIVE_P1_ORE_PRODUCTION,0.001371170743368566
EFFECTIVE_P0_BRICK_PRODUCTION,0.0011366917751729488
P1_HAS_BRICK_PORT,0.0008014164050109684
BANK_BRICK,0.00026003405218943954
P0_YEAR_OF_PLENTY_IN_HAND,0.00023330311523750424
P0_SHEEP_IN_HAND,0.00021038221893832088
P0_BRICK_IN_HAND,0.00019540224457159638
BANK_SHEEP,0.0001064849566319026
P0_WHEAT_IN_HAND,7.299723074538633e-05
BANK_ORE,6.824195588706061e-05
P0_WOOD_IN_HAND,6.0545808082679287e-05
BANK_WOOD,5.2693241741508245e-05
P0_NUM_RESOURCES_IN_HAND,2.8287993700359948e-05
BANK_WHEAT,1.7251199096790515e-05
IS_DISCARDING,0.0
IS_MOVING_ROBBER,0.0
P0_HAS_PLAYED_DEVELOPMENT_CARD_IN_TURN,0.0
P0_HAS_ROLLED,0.0
P1_HAS_ROLLED,0.0
