feature,coefficient,abs_coefficient
TOTAL_P0_ORE_PRODUCTION,0.5910243498458564,0.5910243498458564
P0_HAS_ROAD,0.4665450353202742,0.4665450353202742
TOTAL_P1_ORE_PRODUCTION,-0.4295543497901265,0.4295543497901265
TOTAL_P0_WHEAT_PRODUCTION,0.4050544917513521,0.4050544917513521
P1_NUM_DEVS_IN_HAND,-0.37195099440036994,0.37195099440036994
P1_LONGEST_ROAD_LENGTH,-0.3567699185432094,0.3567699185432094
TOTAL_P1_WHEAT_PRODUCTION,-0.35065623500043697,0.35065623500043697
P0_SETTLEMENTS_LEFT,0.3485216750408656,0.3485216750408656
P0_VICTORY_POINT_IN_HAND,0.34240027746554863,0.34240027746554863
P0_HAS_ORE_PORT,-0.31696782620245184,0.31696782620245184
P1_KNIGHT_PLAYED,-0.3093577025378234,0.3093577025378234
P0_LONGEST_ROAD_LENGTH,0.3080634625206141,0.3080634625206141
TOTAL_P0_WOOD_PRODUCTION,0.29471754161157754,0.29471754161157754
P0_HAS_ARMY,0.28743154239166957,0.28743154239166957
P0_NUM_DEVS_IN_HAND,0.268067329472245,0.268067329472245
TOTAL_P0_BRICK_PRODUCTION,0.247820072275036,0.247820072275036
P0_KNIGHT_PLAYED,0.22941419489427145,0.22941419489427145
TOTAL_P0_SHEEP_PRODUCTION,0.22896040274686041,0.22896040274686041
P0_ROAD_BUILDING_IN_HAND,-0.20976701468192008,0.20976701468192008
P1_3:1_PORT_DISTANCE,0.19626141454213566,0.19626141454213566
TOTAL_P1_SHEEP_PRODUCTION,-0.17851537522556696,0.17851537522556696
P1_HAS_3:1_PORT,0.1601647621794628,0.1601647621794628
P0_ACTUAL_VPS,0.15854335920104906,0.15854335920104906
P0_HAS_WHEAT_PORT,-0.1562967902661189,0.1562967902661189
P0_CITIES_LEFT,0.15481182885942651,0.15481182885942651
P0_BRICK_PORT_DISTANCE,-0.15163754289390466,0.15163754289390466
P0_3:1_PORT_DISTANCE,-0.15040711255081607,0.15040711255081607
P0_ORE_PORT_DISTANCE,-0.14823158742209702,0.14823158742209702
P1_HAS_ARMY,-0.1429870317921003,0.1429870317921003
P0_MONOPOLY_PLAYED,-0.1320541037078664,0.1320541037078664
P1_SHEEP_PORT_DISTANCE,0.13165194675732342,0.13165194675732342
P1_HAS_ORE_PORT,0.13022337445146434,0.13022337445146434
P1_HAS_ROAD,0.12266141907649528,0.12266141907649528
P0_WHEAT_PORT_DISTANCE,-0.11379920929069824,0.11379920929069824
TOTAL_P1_WOOD_PRODUCTION,-0.10206917347939894,0.10206917347939894
TOTAL_P1_BRICK_PRODUCTION,-0.09398439205471977,0.09398439205471977
P0_HAS_3:1_PORT,-0.08482981578334818,0.08482981578334818
P0_WOOD_IN_HAND,-0.08330090640674608,0.08330090640674608
P0_BRICK_IN_HAND,-0.08052858913409952,0.08052858913409952
P0_WOOD_PORT_DISTANCE,-0.07646086978039326,0.07646086978039326
P0_HAS_BRICK_PORT,-0.07471780401588249,0.07471780401588249
P1_ROAD_BUILDING_PLAYED,-0.0723364162399832,0.0723364162399832
BANK_DEV_CARDS,0.06693463868891592,0.06693463868891592
P0_ROAD_BUILDING_PLAYED,-0.06667377585502712,0.06667377585502712
BANK_BRICK,-0.06592241808398575,0.06592241808398575
P0_ORE_IN_HAND,0.06336105255544226,0.06336105255544226
P0_ROADS_LEFT,0.06310590314399418,0.06310590314399418
EFFECTIVE_P0_WHEAT_PRODUCTION,0.06292479063085929,0.06292479063085929
P0_SHEEP_PORT_DISTANCE,0.06122109415992656,0.06122109415992656
EFFECTIVE_P1_WHEAT_PRODUCTION,-0.059853124418749536,0.059853124418749536
P0_HAS_SHEEP_PORT,0.05046513066465274,0.05046513066465274
BANK_WHEAT,0.04873320435184166,0.04873320435184166
BANK_WOOD,-0.047068656934373294,0.047068656934373294
P1_HAS_WOOD_PORT,-0.04481070472619976,0.04481070472619976
EFFECTIVE_P0_BRICK_PRODUCTION,0.043863468612528385,0.043863468612528385
P0_SHEEP_IN_HAND,0.04376289937702095,0.04376289937702095
P1_SETTLEMENTS_LEFT,-0.038994527448447745,0.038994527448447745
P0_HAS_WOOD_PORT,-0.03721338110462628,0.03721338110462628
P1_YEAR_OF_PLENTY_PLAYED,-0.035604139215661655,0.035604139215661655
EFFECTIVE_P0_ORE_PRODUCTION,0.033741961712939327,0.033741961712939327
EFFECTIVE_P1_WOOD_PRODUCTION,-0.03186574032647057,0.03186574032647057
BANK_SHEEP,0.03166760050179655,0.03166760050179655
EFFECTIVE_P0_SHEEP_PRODUCTION,0.030308498547897435,0.030308498547897435
P1_HAS_SHEEP_PORT,0.0286639621113286,0.0286639621113286
P0_WHEAT_IN_HAND,0.02829196224528958,0.02829196224528958
BANK_ORE,0.027942151439980762,0.027942151439980762
P1_HAS_WHEAT_PORT,0.02732320521456919,0.02732320521456919
EFFECTIVE_P1_SHEEP_PRODUCTION,-0.02613348433255665,0.02613348433255665
P0_PUBLIC_VPS,-0.02442032720461014,0.02442032720461014
P0_HAS_PLAYED_DEVELOPMENT_CARD_IN_TURN,0.022614939019507112,0.022614939019507112
P1_ORE_PORT_DISTANCE,-0.020083462548374245,0.020083462548374245
P1_WOOD_PORT_DISTANCE,0.01868180834837296,0.01868180834837296
P1_HAS_BRICK_PORT,-0.017797782135897357,0.017797782135897357
P1_CITIES_LEFT,0.017628219490777225,0.017628219490777225
P1_NUM_RESOURCES_IN_HAND,0.013449143972548153,0.013449143972548153
P1_MONOPOLY_PLAYED,-0.012927738226677891,0.012927738226677891
P0_NUM_RESOURCES_IN_HAND,-0.012624748580180364,0.012624748580180364
EFFECTIVE_P1_ORE_PRODUCTION,-0.012251320413825137,0.012251320413825137
P1_PUBLIC_VPS,0.009552981645681566,0.009552981645681566
P0_YEAR_OF_PLENTY_PLAYED,0.009538844439036053,0.009538844439036053
P1_WHEAT_PORT_DISTANCE,-0.009245061609845787,0.009245061609845787
EFFECTIVE_P0_WOOD_PRODUCTION,-0.008754311287193145,0.008754311287193145
P0_KNIGHT_IN_HAND,0.008404936363954752,0.008404936363954752
EFFECTIVE_P1_BRICK_PRODUCTION,0.005499007507332832,0.005499007507332832
P1_HAS_ROLLED,-0.004650155434364605,0.004650155434364605
P0_MONOPOLY_IN_HAND,-0.003941210717177187,0.003941210717177187
P1_ROADS_LEFT,0.0035443101181734825,0.0035443101181734825
IS_DISCARDING,0.003196880616987673,0.003196880616987673
P0_HAS_ROLLED,0.003192143424728179,0.003192143424728179
P1_BRICK_PORT_DISTANCE,-0.0013635542521009286,0.0013635542521009286
P0_YEAR_OF_PLENTY_IN_HAND,-0.0004197401654904054,0.0004197401654904054
IS_MOVING_ROBBER,-4.826581601322766e-05,4.826581601322766e-05
