feature,coefficient,abs_coefficient
TOTAL_P0_ORE_PRODUCTION,0.5987369874023435,0.5987369874023435
TOTAL_P0_WHEAT_PRODUCTION,0.5467491985236901,0.5467491985236901
TOTAL_P1_WHEAT_PRODUCTION,-0.4842826064076966,0.4842826064076966
P0_KNIGHT_PLAYED,0.4794447162673163,0.4794447162673163
TOTAL_P0_WOOD_PRODUCTION,0.47450784050954636,0.47450784050954636
P1_KNIGHT_PLAYED,-0.39269927954585554,0.39269927954585554
P1_LONGEST_ROAD_LENGTH,-0.3841315106543788,0.3841315106543788
TOTAL_P1_ORE_PRODUCTION,-0.377974785633893,0.377974785633893
TOTAL_P0_BRICK_PRODUCTION,0.37641392283073877,0.37641392283073877
P0_LONGEST_ROAD_LENGTH,0.34879675187115694,0.34879675187115694
P1_NUM_DEVS_IN_HAND,-0.3296761389538566,0.3296761389538566
P0_HAS_ORE_PORT,-0.283597661147275,0.283597661147275
TOTAL_P0_SHEEP_PRODUCTION,0.2834198130695091,0.2834198130695091
TOTAL_P1_SHEEP_PRODUCTION,-0.23131817430756849,0.23131817430756849
TOTAL_P1_WOOD_PRODUCTION,-0.22235356880085963,0.22235356880085963
TOTAL_P1_BRICK_PRODUCTION,-0.17849103571789704,0.17849103571789704
P0_NUM_DEVS_IN_HAND,0.1758258618306282,0.1758258618306282
P0_VICTORY_POINT_IN_HAND,0.17551865936269903,0.17551865936269903
P0_CITIES_LEFT,0.1709005674681682,0.1709005674681682
P0_HAS_WHEAT_PORT,-0.1534695184086863,0.1534695184086863
P0_HAS_3:1_PORT,-0.14907696772640572,0.14907696772640572
P1_SHEEP_PORT_DISTANCE,0.14430954685162242,0.14430954685162242
P0_3:1_PORT_DISTANCE,-0.13944976537022896,0.13944976537022896
P1_HAS_ORE_PORT,0.13451567863625263,0.13451567863625263
P1_PUBLIC_VPS,-0.11549047619346596,0.11549047619346596
P0_BRICK_PORT_DISTANCE,-0.09754783796003919,0.09754783796003919
P0_ORE_PORT_DISTANCE,-0.08934418015129629,0.08934418015129629
P1_HAS_SHEEP_PORT,0.08734433817728993,0.08734433817728993
P0_PUBLIC_VPS,-0.08724879450817359,0.08724879450817359
EFFECTIVE_P0_ORE_PRODUCTION,0.08317164841057566,0.08317164841057566
P1_HAS_3:1_PORT,0.08230576782779334,0.08230576782779334
P0_BRICK_IN_HAND,-0.08070243277906791,0.08070243277906791
EFFECTIVE_P0_BRICK_PRODUCTION,0.07937597505144522,0.07937597505144522
P0_WHEAT_PORT_DISTANCE,-0.07470359372475799,0.07470359372475799
P0_WHEAT_IN_HAND,0.07328826747594792,0.07328826747594792
P0_HAS_ROAD,0.06672163951797015,0.06672163951797015
P1_SETTLEMENTS_LEFT,0.06401801487582488,0.06401801487582488
EFFECTIVE_P1_WOOD_PRODUCTION,-0.06341734533719202,0.06341734533719202
P0_WOOD_PORT_DISTANCE,-0.061515361207941946,0.061515361207941946
P1_WHEAT_PORT_DISTANCE,0.060741897747308274,0.060741897747308274
EFFECTIVE_P0_WOOD_PRODUCTION,-0.06060656981731656,0.06060656981731656
P1_HAS_ARMY,-0.060548485068074386,0.060548485068074386
P1_ROAD_BUILDING_PLAYED,-0.05999536743427315,0.05999536743427315
EFFECTIVE_P0_WHEAT_PRODUCTION,0.05666980434454717,0.05666980434454717
P0_HAS_ARMY,0.056579971205829915,0.056579971205829915
P1_HAS_ROAD,-0.05641797021334149,0.05641797021334149
P0_SHEEP_PORT_DISTANCE,-0.05442007759324139,0.05442007759324139
P0_ROADS_LEFT,0.05401160103313164,0.05401160103313164
BANK_BRICK,-0.05206306173309287,0.05206306173309287
P0_HAS_WOOD_PORT,-0.05029865436714211,0.05029865436714211
P1_BRICK_PORT_DISTANCE,0.04841009917875281,0.04841009917875281
P0_YEAR_OF_PLENTY_PLAYED,0.04770992700842339,0.04770992700842339
P0_ROAD_BUILDING_IN_HAND,0.04585761363373082,0.04585761363373082
P1_HAS_BRICK_PORT,0.045230553765179614,0.045230553765179614
P0_ACTUAL_VPS,0.04363832851840846,0.04363832851840846
BANK_WHEAT,0.043617908791928936,0.043617908791928936
EFFECTIVE_P1_ORE_PRODUCTION,-0.042974067314735916,0.042974067314735916
P1_MONOPOLY_PLAYED,-0.04088464146999715,0.04088464146999715
P1_3:1_PORT_DISTANCE,0.0391124863754966,0.0391124863754966
P0_HAS_BRICK_PORT,-0.03714708803926088,0.03714708803926088
P1_HAS_WOOD_PORT,-0.036898849659113005,0.036898849659113005
P0_ORE_IN_HAND,0.03525752659858712,0.03525752659858712
P0_MONOPOLY_PLAYED,-0.029497237037049123,0.029497237037049123
EFFECTIVE_P1_BRICK_PRODUCTION,-0.027934604346147533,0.027934604346147533
BANK_ORE,0.02715521791307829,0.02715521791307829
P1_NUM_RESOURCES_IN_HAND,-0.02676657847670977,0.02676657847670977
P1_HAS_WHEAT_PORT,0.02309962214586259,0.02309962214586259
EFFECTIVE_P0_SHEEP_PRODUCTION,0.02285885063525047,0.02285885063525047
P0_SETTLEMENTS_LEFT,0.019699331974660797,0.019699331974660797
P1_CITIES_LEFT,-0.019506251609626747,0.019506251609626747
P1_YEAR_OF_PLENTY_PLAYED,-0.018602989266311473,0.018602989266311473
BANK_WOOD,-0.017501416266230675,0.017501416266230675
P1_ROADS_LEFT,0.01490511695959944,0.01490511695959944
P0_WOOD_IN_HAND,-0.014248716451500033,0.014248716451500033
P0_ROAD_BUILDING_PLAYED,-0.013622046584928535,0.013622046584928535
P0_NUM_RESOURCES_IN_HAND,0.013448814768878234,0.013448814768878234
EFFECTIVE_P1_WHEAT_PRODUCTION,-0.013217574943171065,0.013217574943171065
P0_KNIGHT_IN_HAND,0.012806905633826535,0.012806905633826535
P0_HAS_PLAYED_DEVELOPMENT_CARD_IN_TURN,0.012028847884376593,0.012028847884376593
BANK_SHEEP,0.011507424625923532,0.011507424625923532
P1_WOOD_PORT_DISTANCE,-0.010452302098770119,0.010452302098770119
P0_HAS_SHEEP_PORT,-0.008067582043387974,0.008067582043387974
P1_ORE_PORT_DISTANCE,0.0063288773982442025,0.0063288773982442025
P0_HAS_ROLLED,0.005918763374822301,0.005918763374822301
P0_MONOPOLY_IN_HAND,-0.005456554257315778,0.005456554257315778
P0_YEAR_OF_PLENTY_IN_HAND,0.004960852495039943,0.004960852495039943
P0_SHEEP_IN_HAND,0.004449344602697072,0.004449344602697072
IS_DISCARDING,-0.004372431881863179,0.004372431881863179
P1_HAS_ROLLED,-0.0034249627067770034,0.0034249627067770034
EFFECTIVE_P1_SHEEP_PRODUCTION,0.002303449160487263,0.002303449160487263
BANK_DEV_CARDS,-0.0010129703118968967,0.0010129703118968967
IS_MOVING_ROBBER,-0.00023221612129855477,0.00023221612129855477
