feature,coefficient,abs_coefficient
P0_MONOPOLY_IN_HAND,0.021536531399793737,0.021536531399793737
EFFECTIVE_P0_BRICK_PRODUCTION,-0.02061309712406173,0.02061309712406173
TOTAL_P1_BRICK_PRODUCTION,-0.020359403524099103,0.020359403524099103
BANK_WHEAT,0.017517714074663543,0.017517714074663543
BANK_BRICK,0.01627462411102792,0.01627462411102792
P0_SHEEP_IN_HAND,-0.016065372504943193,0.016065372504943193
P1_HAS_3:1_PORT,0.014875559983763428,0.014875559983763428
P0_WHEAT_IN_HAND,0.011361637889759945,0.011361637889759945
P0_NUM_RESOURCES_IN_HAND,0.0086012264688292,0.0086012264688292
BANK_SHEEP,0.008470078851120883,0.008470078851120883
EFFECTIVE_P1_ORE_PRODUCTION,-0.007916358903558577,0.007916358903558577
TOTAL_P1_WHEAT_PRODUCTION,0.007457129366064156,0.007457129366064156
P0_CITIES_LEFT,-0.007089900386934583,0.007089900386934583
P1_HAS_ROLLED,0.006914844858064652,0.006914844858064652
IS_MOVING_ROBBER,-0.0034722731819166945,0.0034722731819166945
P0_LONGEST_ROAD_LENGTH,0.003360495399695678,0.003360495399695678
P0_HAS_ROLLED,-0.002399998459588865,0.002399998459588865
IS_DISCARDING,-0.002268645744245693,0.002268645744245693
P0_HAS_SHEEP_PORT,-0.00021941843193057223,0.00021941843193057223
