feature,coefficient,abs_coefficient
P0_KNIGHT_PLAYED,0.20222561911308587,0.20222561911308587
P0_ROADS_LEFT,-0.2006629441767272,0.2006629441767272
EFFECTIVE_P0_WOOD_PRODUCTION,0.19958011889363664,0.19958011889363664
EFFECTIVE_P1_BRICK_PRODUCTION,-0.18510173538811434,0.18510173538811434
IS_MOVING_ROBBER,-0.17905086302315856,0.17905086302315856
TOTAL_P1_BRICK_PRODUCTION,-0.1778516547113444,0.1778516547113444
EFFECTIVE_P1_WOOD_PRODUCTION,-0.16804121362778898,0.16804121362778898
TOTAL_P0_BRICK_PRODUCTION,0.15134339243300865,0.15134339243300865
EFFECTIVE_P0_WHEAT_PRODUCTION,0.14043039916422959,0.14043039916422959
P0_HAS_WHEAT_PORT,-0.12315010594952433,0.12315010594952433
P1_NUM_DEVS_IN_HAND,-0.12025177560079098,0.12025177560079098
EFFECTIVE_P0_BRICK_PRODUCTION,0.11835671185554834,0.11835671185554834
P1_HAS_WOOD_PORT,0.11106583287132003,0.11106583287132003
P0_SHEEP_IN_HAND,-0.10931017818124891,0.10931017818124891
BANK_BRICK,-0.10495744194589017,0.10495744194589017
P1_WOOD_PORT_DISTANCE,0.10450609086538945,0.10450609086538945
P0_BRICK_IN_HAND,-0.1025245761248243,0.1025245761248243
P1_SHEEP_PORT_DISTANCE,0.10142414365425233,0.10142414365425233
P1_WHEAT_PORT_DISTANCE,0.09828924012828061,0.09828924012828061
P0_MONOPOLY_IN_HAND,-0.09560653928565484,0.09560653928565484
P0_NUM_RESOURCES_IN_HAND,-0.09192537822106855,0.09192537822106855
P0_WOOD_IN_HAND,-0.08719347733654567,0.08719347733654567
P1_HAS_ORE_PORT,0.08623220902754661,0.08623220902754661
P0_SHEEP_PORT_DISTANCE,-0.0850502399902459,0.0850502399902459
P0_NUM_DEVS_IN_HAND,-0.08008193783392145,0.08008193783392145
P1_ROAD_BUILDING_PLAYED,0.07988327082614022,0.07988327082614022
P0_YEAR_OF_PLENTY_PLAYED,0.07858365589315217,0.07858365589315217
P1_NUM_RESOURCES_IN_HAND,0.07740219374287068,0.07740219374287068
P1_3:1_PORT_DISTANCE,0.07673181288081757,0.07673181288081757
P0_VICTORY_POINT_IN_HAND,-0.07621124319123855,0.07621124319123855
P0_ORE_PORT_DISTANCE,-0.07076122904570246,0.07076122904570246
BANK_WHEAT,0.0707318419999465,0.0707318419999465
P0_HAS_BRICK_PORT,0.06728809229935072,0.06728809229935072
P1_MONOPOLY_PLAYED,0.06307315509672352,0.06307315509672352
P1_HAS_WHEAT_PORT,-0.06060240126110961,0.06060240126110961
P1_BRICK_PORT_DISTANCE,0.060509100053022,0.060509100053022
P1_ORE_PORT_DISTANCE,0.05623244787619434,0.05623244787619434
BANK_DEV_CARDS,0.052254424500633376,0.052254424500633376
P0_KNIGHT_IN_HAND,-0.05074426205565022,0.05074426205565022
BANK_ORE,0.04681289949761374,0.04681289949761374
P1_YEAR_OF_PLENTY_PLAYED,-0.04199786766020471,0.04199786766020471
P0_WHEAT_PORT_DISTANCE,0.038233866291431905,0.038233866291431905
P0_WOOD_PORT_DISTANCE,-0.03644783909323395,0.03644783909323395
P0_BRICK_PORT_DISTANCE,-0.034049805754673756,0.034049805754673756
P0_MONOPOLY_PLAYED,-0.03348448036705641,0.03348448036705641
P1_HAS_3:1_PORT,-0.03339425103779074,0.03339425103779074
P0_ROAD_BUILDING_IN_HAND,0.033133662571829765,0.033133662571829765
P0_WHEAT_IN_HAND,0.03219316850186464,0.03219316850186464
P0_YEAR_OF_PLENTY_IN_HAND,0.024053889539479702,0.024053889539479702
P0_ROAD_BUILDING_PLAYED,-0.02241869793920896,0.02241869793920896
BANK_SHEEP,0.021988976841571667,0.021988976841571667
P0_HAS_3:1_PORT,-0.021486378933304545,0.021486378933304545
BANK_WOOD,-0.018794164244681992,0.018794164244681992
P0_ORE_IN_HAND,-0.015833737562161,0.015833737562161
P0_3:1_PORT_DISTANCE,0.01505150963097324,0.01505150963097324
P0_HAS_ORE_PORT,-0.009895888964990189,0.009895888964990189
P1_HAS_SHEEP_PORT,0.006980430725220057,0.006980430725220057
P0_HAS_SHEEP_PORT,-0.0018079584208279685,0.0018079584208279685
P1_HAS_BRICK_PORT,-0.0014796526759481663,0.0014796526759481663
P0_HAS_WOOD_PORT,-0.0014163883071584595,0.0014163883071584595
IS_DISCARDING,0.0,0.0
